query_id,query_version,rank,memory_id,semantic_similarity,state_alignment,context_alignment,experience_alignment,final_ranking_score
Q008,base,4,M076797,0.9991171956062317,0.7090046544933762,0.9942475463467829,1.0,0.9980322122573853
Q008,base,5,M063614,0.9990450143814087,0.8069638381668457,0.9942475463467829,1.0,0.9979889392852783
Q008,shifted,1,M084575,1.0000001192092896,0.8571428571428571,1.0,1.0,1.0000001192092896
Q008,shifted,2,M076048,0.9997464418411255,0.9947189402076619,0.9964285714285713,1.0,0.9989550113677979
Q008,shifted,3,M065714,0.9995644688606262,0.707124955245256,0.994942748091603,1.0,0.9984743595123291
Q008,shifted,4,M076797,0.9991171956062317,0.8518617973505191,0.9942475463467829,1.0,0.9980322122573853
Q008,shifted,5,M063614,0.9990450143814087,0.8069638381668457,0.9942475463467829,1.0,0.9979889392852783
Q009,base,1,M059479,1.0000001192092896,0.9863945578231293,1.0,1.0,1.0000001192092896
Q009,base,2,M022445,0.9995251893997192,0.8122448979591838,0.9971237731733914,1.0,0.9989960193634033
Q009,base,3,M053522,0.999415397644043,0.8435374149659864,0.9902808069792803,1.0,0.997219443321228
Q009,base,4,M043070,0.998935341835022,0.8312925170068028,0.9899809160305343,1.0,0.9968564510345459
Q009,base,5,M076903,0.9993971586227417,0.8054421768707484,0.9877044711014176,1.0,0.996564507484436
Q009,shifted,1,M059479,1.0000001192092896,0.9591836734693878,1.0,1.0,1.0000001192092896
Q009,shifted,2,M022445,0.9995251893997192,0.7850340136054422,0.9971237731733914,1.0,0.9989960193634033
Q009,shifted,3,M053522,0.999415397644043,0.8163265306122449,0.9902808069792803,1.0,0.997219443321228
Q009,shifted,4,M043070,0.998935341835022,0.8040816326530612,0.9899809160305343,1.0,0.9968564510345459
Q009,shifted,5,M076903,0.9993971586227417,0.7782312925170068,0.9877044711014176,1.0,0.996564507484436
Q010,base,1,M056742,1.0,0.9962406015037594,1.0,1.0,1.0
Q010,base,2,M020473,0.9994295835494995,0.9799140708915146,0.9931570338058887,1.0,0.9979469776153564
Q010,base,3,M022852,0.9990639686584473,0.8180093089867526,0.9924618320610687,1.0,0.9975539445877075
Q010,base,4,M070100,0.9994654655456543,0.7870748299319728,0.9857142857142858,1.0,0.996107816696167
Q010,base,5,M085336,0.9990699887275696,0.8171679197994987,0.9820474372955289,1.0,0.9949538707733154
Q010,shifted,1,M056742,1.0,0.9887218045112781,1.0,1.0,1.0
Q010,shifted,2,M020473,0.9994295835494995,0.9723952738990332,0.9931570338058887,1.0,0.9979469776153564
Q010,shifted,3,M022852,0.9990639686584473,0.8104905119942714,0.9924618320610687,1.0,0.9975539445877075
Q010,shifted,4,M070100,0.9994654655456543,0.7795560329394916,0.9857142857142858,1.0,0.996107816696167
Q010,shifted,5,M085336,0.9990699887275696,0.8096491228070175,0.9820474372955289,1.0,0.9949538707733154
Q011,base,1,M043191,1.0000001192092896,0.9714285714285714,1.0,1.0,1.0000001192092896
Q011,base,2,M042153,1.0000001192092896,0.9714285714285714,1.0,1.0,1.0000001192092896
Q011,base,3,M063474,1.0000001192092896,0.8285714285714285,1.0,1.0,1.0000001192092896
Q011,base,4,M042506,1.0000001192092896,0.8025241675617615,1.0,1.0,1.0000001192092896
Q011,base,5,M089762,0.999800980091095,0.7047619047619048,0.9964285714285713,1.0,0.9989877939224243
Q011,shifted,1,M043191,1.0000001192092896,1.0,1.0,1.0,1.0000001192092896
Q011,shifted,2,M042153,1.0000001192092896,1.0,1.0,1.0,1.0000001192092896
Q011,shifted,3,M063474,1.0000001192092896,0.8571428571428571,1.0,1.0,1.0000001192092896
Q011,shifted,4,M042506,1.0000001192092896,0.8310955961331901,1.0,1.0,1.0000001192092896
Q011,shifted,5,M042804,0.999800980091095,0.8476190476190476,0.9964285714285713,1.0,0.9989877939224243
Q012,base,1,M057809,1.0000001192092896,0.8571428571428571,1.0,1.0,1.0000001192092896
Q012,base,2,M078223,0.9991438388824463,0.8306122448979593,0.9849236641221374,1.0,0.9957172870635986
Q012,base,3,M081373,0.9991778135299683,0.8380952380952381,0.9841330425299891,1.0,0.9955400228500366
Q012,base,4,M091742,0.9990804195404053,1.0,0.971633042529989,1.0,0.992356538772583
Q012,base,5,M056558,0.998988151550293,0.7142857142857143,0.9705561613958561,1.0,0.9920319318771362
Q012,shifted,1,M057809,1.0000001192092896,0.8571428571428571,1.0,1.0,1.0000001192092896
Q012,shifted,2,M078223,0.9991438388824463,0.8306122448979593,0.9849236641221374,1.0,0.9957172870635986
Q012,shifted,3,M081373,0.9991778135299683,0.8380952380952381,0.9841330425299891,1.0,0.9955400228500366
Q012,shifted,4,M091742,0.9990804195404053,0.8571428571428571,0.971633042529989,1.0,0.992356538772583
Q012,shifted,5,M056558,0.998988151550293,0.7142857142857143,0.9705561613958561,1.0,0.9920319318771362
Q013,base,1,M004656,1.0000001192092896,1.0,1.0,1.0,1.0000001192092896
Q013,base,2,M000652,0.997107207775116,0.9904761904761905,0.9714537371025921,1.0,0.9911277294158936
Q013,base,3,M000489,0.9978896975517273,0.8476190476190476,0.9266154964628248,1.0,0.9803876876831055
Q013,base,4,M000224,0.9966926574707031,0.8380952380952381,0.9211835556301206,1.0,0.9783115386962891
Q013,base,5,M000522,0.9957696199417114,0.8285714285714285,0.9303165981601096,0.6666666666666666,0.9300410151481628
Q013,shifted,1,M004656,1.0000001192092896,0.9516648764769066,1.0,1.0,1.0000001192092896
Q013,shifted,2,M000652,0.997107207775116,0.9421410669530971,0.9714537371025921,1.0,0.9911277294158936
Q013,shifted,3,M000489,0.9978896975517273,0.7992839240959543,0.9266154964628248,1.0,0.9803876876831055
Q013,shifted,4,M000224,0.9966926574707031,0.7897601145721447,0.9211835556301206,1.0,0.9783115386962891
Q013,shifted,5,M000522,0.9957696199417114,0.7802363050483352,0.9303165981601096,0.6666666666666666,0.9300410151481628
Q014,base,1,M035347,1.0,0.9523809523809524,1.0,1.0,1.0
Q014,base,2,M022194,0.997409462928772,0.7940386680988185,0.9362598915079829,1.0,0.9825106859207153
Q014,base,3,M012192,0.996539831161499,0.8171679197994987,0.9520289824679138,0.6666666666666666,0.9359312057495117
Q014,base,4,M061545,0.9918105602264404,0.9749910490511995,0.9073067835472415,0.6666666666666666,0.9219130277633667
Q014,base,5,M034318,0.987061083316803,0.8253311851056212,0.9056325671783687,0.6666666666666666,0.9186448454856873
Q014,shifted,1,M035347,1.0,0.979591836734694,1.0,1.0,1.0
Q014,shifted,2,M022194,0.997409462928772,0.82124955245256,0.9362598915079829,1.0,0.9825106859207153
Q014,shifted,3,M012192,0.996539831161499,0.8253311851056212,0.9520289824679138,0.6666666666666666,0.9359312057495117
Q014,shifted,4,M061545,0.9918105602264404,0.9069638381668457,0.9073067835472415,0.6666666666666666,0.9219130277633667
Q014,shifted,5,M034318,0.987061083316803,0.803562477622628,0.9056325671783687,0.6666666666666666,0.9186448454856873
Q015,base,1,M051010,1.0,0.8503401360544218,1.0,1.0,1.0
Q015,base,2,M101026,0.9993199110031128,0.7993197278911566,0.9982142857142857,1.0,0.9991455078125
Q015,base,3,M075258,0.9991916418075562,0.8122448979591838,0.993552344601963,1.0,0.9979031085968018
Q015,base,4,M063219,0.9991055727005005,0.8380952380952381,0.9931570338058887,1.0,0.9977525472640991
Q015,base,5,M039788,0.998693585395813,0.7142857142857143,0.9931570338058887,1.0,0.9975054264068604
Q015,shifted,1,M051010,1.0,0.9659863945578231,1.0,1.0,1.0
Q015,shifted,2,M101026,0.9993199110031128,0.7585034013605443,0.9982142857142857,1.0,0.9991455078125
Q015,shifted,3,M075258,0.9991916418075562,0.927891156462585,0.993552344601963,1.0,0.9979031085968018
Q015,shifted,4,M063219,0.9991055727005005,0.7972789115646258,0.9931570338058887,1.0,0.9977525472640991
Q015,shifted,5,M098760,0.9993159770965576,0.9306122448979591,0.9910714285714286,1.0,0.9973574876785278
Q016,base,1,M026665,1.0,1.0,1.0,1.0,1.0
Q016,base,2,M087806,0.9994206428527832,0.8571428571428571,0.9960332606324973,1.0,0.998660683631897
Q016,base,3,M068757,0.9996577501296997,0.8122448979591838,0.9946428571428572,1.0,0.9984554052352905
Q016,base,4,M070107,0.9994356632232666,0.8435374149659864,0.993552344601963,1.0,0.9980494976043701
Q016,base,5,M089155,0.9997481107711792,0.8503401360544218,0.9910714285714286,1.0,0.9976167678833008
Q016,shifted,1,M026665,1.0,0.849624060150376,1.0,1.0,1.0
Q016,shifted,2,M087806,0.9994206428527832,0.7067669172932332,0.9960332606324973,1.0,0.998660683631897
Q016,shifted,3,M068757,0.9996577501296997,0.8047261009667025,0.9946428571428572,1.0,0.9984554052352905
Q016,shifted,4,M070107,0.9994356632232666,0.8360186179735053,0.993552344601963,1.0,0.9980494976043701
Q016,shifted,5,M065454,0.9994766712188721,0.849624060150376,0.9905806979280262,1.0,0.9973311424255371
Q017,base,1,M058435,1.000000238418579,0.9551020408163265,1.0,1.0,1.0000001192092896
Q017,base,2,M035900,0.9987359642982483,0.8050841389187254,0.97025627044711,1.0,0.9918056726455688
Q017,base,3,M044584,0.9985114336013794,0.8122448979591838,0.9606234096692111,1.0,0.9892627000808716
Q017,base,4,M052454,0.9986316561698914,0.8408163265306123,0.9545098984984481,1.0,0.9878065586090088
Q017,base,5,M059516,0.9993190765380859,0.8020408163265307,0.9459332969829154,1.0,0.9860748052597046
Q017,shifted,1,M058435,1.000000238418579,0.9591836734693878,1.0,1.0,1.0000001192092896
Q017,shifted,2,M035900,0.9987359642982483,0.8091657715717867,0.97025627044711,1.0,0.9918056726455688
Q017,shifted,3,M044584,0.9985114336013794,0.8163265306122449,0.9606234096692111,1.0,0.9892627000808716
Q017,shifted,4,M052454,0.9986316561698914,0.7877551020408163,0.9545098984984481,1.0,0.9878065586090088
Q017,shifted,5,M059516,0.9993190765380859,0.8061224489795918,0.9459332969829154,1.0,0.9860748052597046
Q018,base,1,M050950,1.0000001192092896,0.9619047619047619,1.0,1.0,1.0000001192092896
Q018,base,2,M070554,0.999678373336792,0.819047619047619,0.9892857142857142,1.0,0.9971284866333008
Q018,base,3,M047611,0.999678373336792,0.9714285714285714,0.9892857142857142,1.0,0.9971284866333008
Q018,base,4,M100060,0.9984458684921265,0.7993197278911566,0.974618320610687,1.0,0.9927221536636353
Q018,base,5,M052330,0.9986474514007568,0.8095238095238095,0.9604416575790621,1.0,0.989298939704895
Q018,shifted,1,M050950,1.0000001192092896,0.9791979949874686,1.0,1.0,1.0000001192092896
Q018,shifted,2,M070554,0.999678373336792,0.8363408521303258,0.9892857142857142,1.0,0.9971284866333008
Q018,shifted,3,M047611,0.999678373336792,0.9696741854636591,0.9892857142857142,1.0,0.9971284866333008
Q018,shifted,4,M100060,0.9984458684921265,0.8356605800214822,0.974618320610687,1.0,0.9927221536636353
Q018,shifted,5,M098989,0.9990231990814209,0.7030075187969924,0.9663758633224281,1.0,0.991007924079895
Q019,base,1,M046472,0.9999999403953552,0.8571428571428571,1.0,1.0,1.0
Q019,base,2,M026024,0.996228039264679,0.7931972789115646,0.9349152755641306,1.0,0.9814656972885132
Q019,base,3,M044611,0.9980992674827576,0.8571428571428571,0.9644083969465649,0.6666666666666666,0.9399617314338684
Q019,base,4,M033266,0.9973161220550537,0.8122448979591838,0.9554571065067247,0.6666666666666666,0.9372539520263672
Q019,base,5,M043388,0.9955116510391235,0.8571428571428571,0.9546168526130357,0.6666666666666666,0.9359612464904785
Q019,shifted,1,M046472,0.9999999403953552,0.979591836734694,1.0,1.0,1.0
Q019,shifted,2,M026024,0.996228039264679,0.7727891156462584,0.9349152755641306,1.0,0.9814656972885132
Q019,shifted,3,M044611,0.9980992674827576,0.8367346938775511,0.9644083969465649,0.6666666666666666,0.9399617314338684
Q019,shifted,4,M033266,0.9973161220550537,0.7918367346938775,0.9554571065067247,0.6666666666666666,0.9372539520263672
Q019,shifted,5,M043388,0.9955116510391235,0.8367346938775511,0.9546168526130357,0.6666666666666666,0.9359612464904785
Q020,base,1,M048011,1.0,0.8408163265306123,1.0,1.0,1.0
Q020,base,2,M069109,0.9990991950035095,0.9482993197278912,0.9806570338058888,1.0,0.9946237802505493
Q020,base,3,M033563,0.9956273436546326,0.8476190476190476,0.9691772921734755,1.0,0.9896707534790039
Q020,base,4,M061337,0.9985913038253784,0.7056032939491585,0.9560568884042165,1.0,0.9881690740585327
Q020,base,5,M064735,0.9988635778427124,0.8469387755102041,0.943452380952381,1.0,0.9851812124252319
Q020,shifted,1,M048011,1.0,0.7687074829931974,1.0,1.0,1.0
Q020,shifted,2,M069109,0.9990991950035095,0.8231292517006803,0.9806570338058888,1.0,0.9946237802505493
Q020,shifted,3,M055358,0.995281457901001,0.7891156462585034,0.9740552386544753,1.0,0.9906827211380005
Q020,shifted,4,M033563,0.9956273436546326,0.7755102040816327,0.9691772921734755,1.0,0.9896707534790039
Q020,shifted,5,M064735,0.9988635778427124,0.7748299319727892,0.943452380952381,1.0,0.9851812124252319
